date,Ambagiorgis Sch,Aymba,Chewahit,Gondar A.P.,Maksegnit,Shembekit
29/01/2013,,0,0,0,0,0
30/01/2013,,0,0,0,0,0
31/01/2013,,0,0,0,0,0
01/02/2013,,0,0,0,0,0
02/02/2013,,0,0,0,0,0
03/02/2013,,0,0,0,0,0
04/02/2013,,0,0,0,0,0
05/02/2013,,0,0,0,0,0
06/02/2013,,0,0,0,0,0
07/02/2013,,0,0,0,0,0
08/02/2013,,0,0,0,0,0
09/02/2013,,0,0,0,0,0
10/02/2013,,0,0,0,0,0
11/02/2013,,0,0,0,0,0
12/02/2013,,0,0,0,0,0
13/02/2013,,0,0,0,0,0
14/02/2013,,0,0,0,0,0
15/02/2013,,0,0,0,0,0
16/02/2013,,0,0,0,0,0
17/02/2013,,0,0,0,0,0
18/02/2013,,0,0,0,0,0
19/02/2013,,0,0,0,0,0
20/02/2013,,0,0,0,0,0
21/02/2013,,0,0,0,0,0
22/02/2013,,0,0,0,0,0
23/02/2013,,0,0,0,0,0
24/02/2013,,0,0,0,0,0
25/02/2013,,0,0,0,0,0
26/02/2013,,0,0,0,0,0
27/02/2013,,0,0,0,0,0
28/02/2013,,0,0,0,0,0
01/03/2013,,0,0,0,0,0
02/03/2013,,0,0,0,0,0
03/03/2013,,0,0,0,0,0
04/03/2013,,0,0,0,0,0
05/03/2013,,0,0,0,5,0
06/03/2013,,0,0,0.6,0,0
07/03/2013,,0,0,0,0,0
08/03/2013,,0,0,1,0,1.5
09/03/2013,,0,0,0,0,0
10/03/2013,,0,0,0,0,0
11/03/2013,,0,0,0,0,0
12/03/2013,,0,0,0,0,26.8
13/03/2013,,0,0,1,0,6.7
14/03/2013,,0,11.4,0,0,1.3
15/03/2013,,0,0,0,1.8,0
16/03/2013,,0,0,0,0,0
17/03/2013,,0,0,0,0,0
18/03/2013,,0,0,0,0,0
19/03/2013,,0,0,0,0,0
20/03/2013,,0,0,0,0,0
21/03/2013,,0,0,0,0,0
22/03/2013,,0,0,0,0,0
23/03/2013,,0,0,0,0,0
24/03/2013,,0,0,0,0,0
25/03/2013,,0,0,0,0,0
26/03/2013,,0,0,0,0,0
27/03/2013,,0,0,0,0,0
28/03/2013,,0,0,0,0,0
29/03/2013,,0,0,0,0,0
30/03/2013,,0,0,0,0,0
31/03/2013,,0,0,0,0,0
01/04/2013,,0,0,0,0,0
02/04/2013,,0,0,0,0,0
03/04/2013,,0,0,0,0,0
04/04/2013,,0,0,0,0,0
05/04/2013,,0,0,0,0,0
06/04/2013,,0,0,0,0,0
07/04/2013,,0,0,0,0,0
08/04/2013,,0,0,0,0,0
09/04/2013,,0,0,0,0,0
10/04/2013,,0,0,0,0,0
11/04/2013,,0,0,0,0,0
12/04/2013,,0,0,0,0,0
13/04/2013,,0,0,0,0,0
14/04/2013,,0,11.4,0,0,0
15/04/2013,,0,0,0,3.6,0
16/04/2013,,0,0,0,0.3,0
17/04/2013,,0,0,5.3,0,0
18/04/2013,,0,0,0,0,16.2
19/04/2013,,0,0,2.6,0,1.6
20/04/2013,,0,0,0,0,0
21/04/2013,,0,0,2.2,0,0
22/04/2013,,0,0,0,0,0
23/04/2013,,0,0,0,0,0
24/04/2013,,0,0,0,0,0
25/04/2013,,0,0,0,0,0
26/04/2013,,0,0,0,0,0
27/04/2013,,0,0,0,0,0
28/04/2013,,0,0,0,0,0
29/04/2013,,0,0,0,0,0
30/04/2013,,0,0,0,0,0
01/05/2013,,0,0,0,0,0
02/05/2013,,0,0,0,0,0
03/05/2013,,0,0,0,0,0
04/05/2013,,0,0,0,0,0
05/05/2013,,0,0,0,0,0
06/05/2013,,0,0,0,0,0
07/05/2013,,0,0,0,0,0
08/05/2013,,0,0,0,0,0
09/05/2013,,0,0,0,0,0
10/05/2013,,0,0,0,0,0
11/05/2013,,0,3.7,1,1.7,1.5
12/05/2013,,0,4.8,0.6,0.7,0
13/05/2013,,0,0,25.1,17.6,14.2
14/05/2013,,0,0,0,0,0
15/05/2013,,0,11.6,0,0,0
16/05/2013,,0,0.4,5.2,0,0
17/05/2013,,0,0,0,0,0
18/05/2013,,0,0,0,0,0
19/05/2013,,8.2,0.3,3.7,0.8,0
20/05/2013,,0,0,0,1.6,0
21/05/2013,,0,0.3,4.8,5,13.5
22/05/2013,,0,3.1,4.9,0,5.3
23/05/2013,,0,0.9,1.5,0,2.3
24/05/2013,,0,30.1,1.7,15,0
25/05/2013,,0,9,19.7,0,0
26/05/2013,,0,3.2,0,0.4,0
27/05/2013,,5.2,0,0,0,0
28/05/2013,,0,11,1.6,0,0
29/05/2013,,0,0,0,0,0
30/05/2013,,0,19.1,0,0,0
31/05/2013,,0,5.4,0,0,0
01/06/2013,,0,11.6,5.3,0,6.8
02/06/2013,,10,0,3,0,0
03/06/2013,,7,0,0,0,0
04/06/2013,,0,0,0,0,0
05/06/2013,,8.6,0,0,0,14.8
06/06/2013,0,1,0,0,30.8,2.5
07/06/2013,10.6,50,8.8,23.4,0,5.2
08/06/2013,1.3,11,0,0,0,0
09/06/2013,0,0,0,3.8,5.2,0
10/06/2013,8.4,0,35.2,0.3,0,0
11/06/2013,10.2,0,0,0,0,0
12/06/2013,9.1,5.3,0,2.5,11,7.8
13/06/2013,31.2,3,5.2,12.3,0,24.5
14/06/2013,9,22,2.1,33.4,2,12.3
15/06/2013,32.3,0,5.7,3,29.5,6.8
16/06/2013,9.6,0,0,0.4,2.6,0
17/06/2013,0,0,0,0,0,0
18/06/2013,0,0,0,0,10,0
19/06/2013,0,10,6.3,18.3,4.2,14.2
20/06/2013,16.3,0,0.4,0.3,3.7,3.5
21/06/2013,7.2,20,0,3.1,0,0
22/06/2013,14,0,18.1,21.5,,6.7
23/06/2013,5.7,0,6.3,0,4.2,0
24/06/2013,15.5,0,0.7,1.8,1.3,4.7
25/06/2013,5.5,10,9.1,2.3,1.5,3.2
26/06/2013,21.5,8.3,21.4,4.4,10.4,3.5
27/06/2013,6.4,6.4,0,1.5,5.6,15.2
28/06/2013,1.3,0,0,1.7,19,16.3
29/06/2013,16.3,15.2,12.8,11,8.6,24.5
30/06/2013,18,5,3.4,1.3,0.3,28.2
01/07/2013,13.4,12,4.1,15,0.4,23.5
02/07/2013,5.6,0,0.6,0,0,0
03/07/2013,7.3,0,7.7,3.7,10.2,83.4
04/07/2013,9.5,10.6,12.5,7.7,32.3,2.5
05/07/2013,21,1,2.7,0,11.9,4.3
06/07/2013,6.3,8,1.7,2.7,27.6,1.3
07/07/2013,16.1,10.3,0,30,0,4.5
08/07/2013,0,16,0,0,1.4,5.5
09/07/2013,0,10,12,1,25,0
10/07/2013,36.5,17,12.5,19.9,27,3.6
11/07/2013,17.4,5,12.7,0.8,6.1,28.1
12/07/2013,3.6,0,5.1,5.6,6.3,5.5
13/07/2013,13.1,0,21.2,11.2,13,3.5
14/07/2013,8.4,0,21.2,7.1,11.5,7.6
15/07/2013,6.3,5,13.1,26.9,32.3,55.6
16/07/2013,10.1,37,3.9,10,25.6,30
17/07/2013,14.1,10.5,17.1,3.9,7.2,3.2
18/07/2013,7.4,0,8.4,18.1,13,4.1
19/07/2013,11.3,19.3,0,0,3.3,8.7
20/07/2013,4.8,9,0,0,0,0
21/07/2013,18,0,3.8,1,0,0
22/07/2013,8.3,0,16.6,24.1,9.8,14.3
23/07/2013,16.7,0.5,28.1,1.5,18.7,10.8
24/07/2013,22.3,0,3.9,2.3,0.3,1.2
25/07/2013,14.5,30,23.1,5.9,9.4,5.1
26/07/2013,26.1,15,11,7.4,7.2,7.3
27/07/2013,33.4,0,8.6,0.2,3.4,9.4
28/07/2013,8.8,0,9.5,3.4,5.1,4.7
29/07/2013,4.3,1.2,7.1,12.6,8.6,9
30/07/2013,11.2,14,3.3,14.6,2.7,13.1
31/07/2013,13.8,22,6.1,7.8,9.3,10.2
01/08/2013,10.4,0,8.5,10.6,16.8,8.3
02/08/2013,22.3,10,15.5,6.1,4.3,12.3
03/08/2013,18.1,8.4,19,6.5,3.3,8.7
04/08/2013,25,22,9.5,0.7,18.3,3
05/08/2013,12.4,15,75.5,3.6,20,12.3
06/08/2013,12,7,36,4,5,11.5
07/08/2013,24.1,10.5,32.2,13.1,2.3,7.2
08/08/2013,22.4,0,18.5,1.3,20.4,4.5
09/08/2013,18.6,0,2,29.8,22.7,31.8
10/08/2013,16.6,6.4,10,6.8,10.3,8.9
11/08/2013,0,5.3,10,0.3,7.5,5.2
12/08/2013,8.4,6.1,3.5,1.8,10.2,22.8
13/08/2013,9.4,0,8.2,41.3,8.9,7.3
14/08/2013,6.8,0,92.5,16,1.3,17.4
15/08/2013,4.3,18,30.5,7.4,5,6.3
16/08/2013,25,5.6,8,24.8,21.8,44.3
17/08/2013,1,4.2,24.5,0,0,1.2
18/08/2013,31,0,60,2,1.2,0
19/08/2013,18.4,0,8.5,27.7,24.8,25.5
20/08/2013,14.2,0,25.7,2.3,6.4,20.5
21/08/2013,9.8,0,2.7,20.8,1.3,12.7
22/08/2013,11.7,15.1,12,6,0,0
23/08/2013,0,5,0,14.9,0,17.2
24/08/2013,0,0,7,2.5,7.3,1.3
25/08/2013,16.5,0,8.5,0.9,10.8,11.5
26/08/2013,9.2,18.4,8.7,8.9,2.4,37.3
27/08/2013,7.1,22,5.2,8.5,19.1,25.2
28/08/2013,4.5,21,19,9.7,1,16.7
29/08/2013,0,35.1,10,20.2,7.3,1
30/08/2013,8.4,15,12.3,3.2,3,0
31/08/2013,16.3,,5.2,7.8,3.7,0
01/09/2013,15.4,0,0.7,7.7,2.6,9.8
02/09/2013,19.7,10.5,7.4,0,7,1.5
03/09/2013,22,0,6.5,23.1,12.5,7.7
04/09/2013,25.6,0,0,0,0,0
05/09/2013,19.1,8.2,8.6,3.2,8.4,51.8
06/09/2013,8.4,9.5,4.5,9,17.2,15.8
07/09/2013,16.8,10.3,0,1.4,0.3,4.7
08/09/2013,7.5,0,0.8,0,0.2,0
09/09/2013,0,8.4,4.5,0,0,0
10/09/2013,0,0,1,2.6,1,0
11/09/2013,4.6,47,0.6,0,0,0
12/09/2013,2.3,20.3,0,0,0,0
13/09/2013,0,0,0.3,0,0,0
14/09/2013,0,0,9.9,1.8,0,0
15/09/2013,0,0,3.6,0,0,0
16/09/2013,6.4,0,5.7,0.8,0,13.2
17/09/2013,0,0,3.2,0,0,0
18/09/2013,2.1,0,11,3,0,0
19/09/2013,0,0,1.2,0,0,0
20/09/2013,0,0,1.5,1.9,0,0
21/09/2013,0,0,1.9,0,0,0
22/09/2013,0,0,0,0,0,0
23/09/2013,0,0,0,0,0,0
24/09/2013,0,0,0,0,0,0
25/09/2013,0,0,0.2,0,0,18.6
26/09/2013,0,0,1.8,0,0,1.2
27/09/2013,0,5,0,0,0,0
28/09/2013,0,0,0,0,0,4.8
29/09/2013,6.4,10.5,1.5,0,0,0
30/09/2013,8,6,0.1,8.8,0,0
01/10/2013,0,10.3,9.9,5.8,0,0
02/10/2013,0,0,6.1,0,19.2,0
03/10/2013,0,0,16.2,5.1,0,0
04/10/2013,8.1,8.4,3.7,0,0,0
05/10/2013,4.3,5.2,0,2,0.9,0
06/10/2013,1.4,0,0,9.6,2,0
07/10/2013,0,0,0,25,2.5,0
08/10/2013,0,0,0,0,0.3,0
09/10/2013,0,0,0,4.7,3.6,0
10/10/2013,0,6.2,0,0.8,0,0
11/10/2013,0,0,0,0,0,0
12/10/2013,0,0,2,0,0,0
13/10/2013,0,0,7.2,1,7.6,8.7
14/10/2013,0,0,0,0,0,2.1
15/10/2013,0,15.3,0,2,0,0
16/10/2013,0,0,0,0,0,0
17/10/2013,0,0,0.1,0,0,0
18/10/2013,0,20.5,7.9,0,0,0
19/10/2013,0,0,0,0,0,0
20/10/2013,0,0,0,0,0,0
21/10/2013,0,0.5,0,0,0,0
22/10/2013,0,0,0,0,0,0
23/10/2013,0,0,0,1.3,3,0
24/10/2013,0,0,0,3.9,0,0
25/10/2013,0,0,0,0,0,0
26/10/2013,0,0,0,0,0,0
27/10/2013,0,0,0,0,0,0
28/10/2013,0,0,0,1.6,0.9,0
29/10/2013,0,0,0,0,0,0
30/10/2013,0,0,0,0,0,0
31/10/2013,0,0,0,0,0,0
01/11/2013,0,0,0,0,0.2,0
02/11/2013,0,0,0,0,0,0
03/11/2013,0,0,0,0,0,0
04/11/2013,0,0,0.7,0,4,0
05/11/2013,0,0,0,0,0,0
06/11/2013,0,0,0,0,0,0
07/11/2013,0,0,0,1.6,0,0
08/11/2013,0,0,0,3.1,0,0
09/11/2013,10.4,0,0,8.4,0,6.8
10/11/2013,0,0,7.3,0,4,0
11/11/2013,8.1,0,4.6,0,0,0
12/11/2013,0,0,5.2,0,0,0
13/11/2013,0,0,0,0,0,0
14/11/2013,5.6,0,0,0,0,0
15/11/2013,0,0,0,1.7,4.6,0
16/11/2013,3.1,0,0,19.9,0,0
17/11/2013,0,0,1.8,6.1,0,9.2
18/11/2013,2.1,0,0,0,0,0
19/11/2013,0,0,0,0,0,0
20/11/2013,0,0,0,0,0,0
21/11/2013,0,0,0,0,0,0
22/11/2013,0,0,0,2.8,0,10.2
23/11/2013,0,0,0,0,0,18.3
24/11/2013,0,0,0,0,0,0
25/11/2013,0,0,0,0,0,5.8
26/11/2013,0,0,0,0,0,0
27/11/2013,0,0,0,0,0,0
28/11/2013,0,0,0,0,0,0
29/11/2013,0,0,0,0,0,0
30/11/2013,0,0,0,0,0,0
01/12/2013,0,,0,0,0,0
02/12/2013,0,,0,0,0,0
03/12/2013,0,,0,0,0,0
04/12/2013,0,,0,0,0,0
05/12/2013,0,,0,0,0,0
06/12/2013,0,,0,0,0,0
07/12/2013,0,,0,0,0,0
08/12/2013,0,,0,0,0,0
09/12/2013,0,,0,0,0,0
10/12/2013,0,,0,0,0,0
11/12/2013,0,,0,0,0,0
12/12/2013,0,,0,0,0,0
13/12/2013,0,,0,0,0,0
14/12/2013,0,,0,0,0,0
15/12/2013,0,,0,0,0,0
16/12/2013,0,,0,0,0,0
17/12/2013,0,,0,0,0,0
18/12/2013,0,,0,0,0,0
19/12/2013,0,,0,0,0,0
20/12/2013,0,,0,0,0,0
21/12/2013,0,,0,0,0,0
22/12/2013,0,,0,0,0,0
23/12/2013,0,,0,0,0,0
24/12/2013,0,,0,0,0,0
25/12/2013,0,,0,,0,0
26/12/2013,0,,0,0,0,0
27/12/2013,0,,0,0,0,0
28/12/2013,0,,0,0,0,0
29/12/2013,0,,0,0,0,0
30/12/2013,0,,0,0,0,0
31/12/2013,0,,,0,0,
01/01/2014,0,0,0,0,0,0
02/01/2014,0,0,0,0,0,0
03/01/2014,0,0,0,0,0,0
04/01/2014,0,0,0,0,0,0
05/01/2014,0,0,0,0,0,0
06/01/2014,0,0,0,0,0,0
07/01/2014,0,0,0,0,0,0
08/01/2014,0,0,0,0,0,0
09/01/2014,0,0,0,0,0,0
10/01/2014,0,0,0,0,0,0
11/01/2014,0,0,0,0,0,0
12/01/2014,0,0,0,0,0,0
13/01/2014,0,0,0,0,0,0
14/01/2014,0,0,0,0,0,0
15/01/2014,0,0,0,0,0,0
16/01/2014,0,0,0,0,0,0
17/01/2014,0,0,0,9.2,0,0
18/01/2014,0,0,0,0,0,0
19/01/2014,0,0,0,0,0,0
20/01/2014,0,0,0,0,0,0
21/01/2014,0,0,0,0,0,0
22/01/2014,0,0,0,0,0,0
23/01/2014,0,0,0,0,0,0
24/01/2014,0,0,0,0,0,0
25/01/2014,0,0,0,0,0,0
26/01/2014,0,0,0,0,0,0
27/01/2014,0,0,0,0,0,0
28/01/2014,0,0,0,0,0,0
29/01/2014,0,0,0,0,0,0
30/01/2014,0,0,0,0,0,0
31/01/2014,0,0,0,0,0,0
01/02/2014,0,0,0,0,0,0
02/02/2014,0,0,0,0,0,0
03/02/2014,0,0,0,0,0,0
04/02/2014,0,0,0,0,0,0
05/02/2014,0,0,0,0,0,0
06/02/2014,0,0,0,0,0,0
07/02/2014,0,0,0,0,0,0
08/02/2014,0,0,0,0,0,0
09/02/2014,0,0,0,0,0,0
10/02/2014,0,0,0,0,0,0
11/02/2014,0,0,0,0,0,0
12/02/2014,0,0,0,0,0,0
13/02/2014,0,0,0,0,0,0
14/02/2014,0,0,0,0,0,0
15/02/2014,0,0,0,0,0,0
16/02/2014,0,0,0,0,0,0
17/02/2014,0,0,0,0,0,0
18/02/2014,0,0,0,0,0,0
19/02/2014,0,0,0,0,0,0
20/02/2014,0,0,0,0,0,0
21/02/2014,0,0,0,0,0,0
22/02/2014,0,0,0,0,0,0
23/02/2014,0,0,0,0,0,0
24/02/2014,0,0,0,0,0,0
25/02/2014,0,0,0,0,0,0
26/02/2014,0,0,0,0,0,0
27/02/2014,0,0,0,0,0,0
28/02/2014,0,0,0.3,8.1,0,5.4
01/03/2014,,0,0,6.4,0,6.7
02/03/2014,,0,0,0,14.3,0.6
03/03/2014,,0,0.3,9.1,33.7,1.4
04/03/2014,,0,1.9,1,4.9,3.2
05/03/2014,,0,0.3,20.4,0,1.3
06/03/2014,,0,4.7,0,0,4.5
07/03/2014,,0,0,0,0,6.2
08/03/2014,,0,0,0,0,13.2
09/03/2014,,0,0,0,0,5.8
10/03/2014,,0,5.3,0,0,2.3
11/03/2014,,0,10.2,44.3,0,0
12/03/2014,,0,3.7,0,0,1.6
13/03/2014,,0,3.5,0,0,16.5
14/03/2014,,0,0.1,0,0,0
15/03/2014,,0,0,0,0,0
16/03/2014,,0,0,0,0,0
17/03/2014,,0,1.1,0,1.5,0
18/03/2014,,0,0,0,0,0
19/03/2014,,0,0,0,0,0
20/03/2014,,0,0,3.8,0,3.4
21/03/2014,,0,0,0,0,0
22/03/2014,,5.3,0,0,0,0
23/03/2014,,7.4,0,0,0,0
24/03/2014,,0,0,0,0,0
25/03/2014,,10.4,0,0,0,0
26/03/2014,,0,0,0,0,0
27/03/2014,,0,0,0,0,0
28/03/2014,,0,0,0,0,0
29/03/2014,,0,0,0,0,0
30/03/2014,,0,0,0,0,0
31/03/2014,,0,0,0,0,0
01/04/2014,0,0,0,0,0,0
02/04/2014,0,0,0,0,0,0
03/04/2014,0,0,0,0,0,0
04/04/2014,0,0,0,0,0,0
05/04/2014,0,0,0,0,0,0
06/04/2014,0,0,0,0,0,0
07/04/2014,0,0,0,0,0,0
08/04/2014,0,0,0,0,0,0
09/04/2014,0,0,0,0,0,8.4
10/04/2014,0,0,3.4,1.8,3.4,0
11/04/2014,3.6,0,8.7,7.4,1.5,21.2
12/04/2014,1.4,0,0.1,1.2,0.3,0
13/04/2014,0,0,0,0,0,0
14/04/2014,0,0,0,0,0,7.5
15/04/2014,0,0,0,2.3,1.1,0
16/04/2014,0,0,0,10.2,0,9.2
17/04/2014,0,0,0,5.3,0,1.5
18/04/2014,0,0,0,0,0,0
19/04/2014,0,0,0,0,0,0
20/04/2014,0,0,0,0,0,0
21/04/2014,0,0,0,0,0,0
22/04/2014,0,0,0.7,0,0,0
23/04/2014,9.7,0,0,0,0.3,0
24/04/2014,6.4,0,0,0,0,0
25/04/2014,0,0,1.4,0.3,0,0
26/04/2014,8.2,0,0,4.8,0,8.9
27/04/2014,0,0,20.8,8,0.2,0
28/04/2014,0,0,11.5,35.8,8,12.3
29/04/2014,0,0,1.3,0,0,5.1
30/04/2014,0,0,0,0,0,0
01/05/2014,0,0,0,0,0,3.4
02/05/2014,0,0,0,30.1,0,8.6
03/05/2014,0,0,0,0,11.7,0
04/05/2014,0,8.3,3.2,0,0,0
05/05/2014,0,0,0,2.2,0,0
06/05/2014,0,0,0,0,0,0
07/05/2014,20,5.2,17.6,3.1,18.8,9.4
08/05/2014,15.1,0,5.9,1.5,0,30.5
09/05/2014,3.1,0,0,0,24.5,11.1
10/05/2014,6.5,0,33.5,23.2,2.2,17.7
11/05/2014,2.3,0,1.9,11.1,26.2,0
12/05/2014,3,0,16.2,11.6,6.3,6.3
13/05/2014,0,0,8,0,0,10.4
14/05/2014,4,4,5.3,0,3.2,5.3
15/05/2014,0,2,0.6,15.4,2.3,0
16/05/2014,0,0,2.9,0.4,10.1,0
17/05/2014,7.3,0,4.3,0,6.3,3.1
18/05/2014,2.1,2,0,2,0,2.5
19/05/2014,6.1,17,0,0,0,4.3
20/05/2014,5.7,0,0,0,0,0
21/05/2014,41.4,0,14.6,0,0,66.8
22/05/2014,5.3,0,2.4,1.8,23.5,0
23/05/2014,0,0,4.1,0,3.2,5.6
24/05/2014,5.8,7,8.3,5,6.8,5.4
25/05/2014,7.2,0,8.4,2.1,22.9,5.8
26/05/2014,2.6,3.1,3.1,2.3,0,0
27/05/2014,0,80.9,8.2,0,0,0
28/05/2014,0,0.5,0,0,0,0
29/05/2014,0,21,0,0,0,0
30/05/2014,0,2.6,0,0,0,0
31/05/2014,0,0,11,0,6.3,0
01/06/2014,0,,0,0,1.3,0
02/06/2014,0,,6.8,0,0,0
03/06/2014,0,,0,0,0,0
04/06/2014,0,,3.8,0,0,0
05/06/2014,0,,4.5,4.5,0,0
06/06/2014,7.4,,3.9,6.5,0,0
07/06/2014,0,,0,0,0,0
08/06/2014,0,,0,0,0,0
09/06/2014,4.3,,29.3,10,0,0
10/06/2014,0,,2.4,2.4,26.2,8.5
11/06/2014,0,,2.9,3.7,0,22.2
12/06/2014,0,,5.4,5,6.5,0
13/06/2014,0,,0,0,0,0
14/06/2014,0,,0,0,26.3,0
15/06/2014,0,,0,0,8.9,0
16/06/2014,0,,11.8,8.5,9.9,0
17/06/2014,0,,7.4,0,6.7,0
18/06/2014,0,,0,0,3.6,0
19/06/2014,2.1,,3.9,8.5,0,0
20/06/2014,0,,5.1,0.3,1.1,0
21/06/2014,3,,0,0,0,0
22/06/2014,0,,3.9,9.6,2.3,0
23/06/2014,0,,0,4.3,2.2,20.8
24/06/2014,0,,2.6,9.7,0,0
25/06/2014,0,,0,0,1.4,0
26/06/2014,1.4,,5.2,15.1,3.1,0
27/06/2014,0,,0.8,0,4.3,6.4
28/06/2014,0,,23.3,2.1,5.9,0
29/06/2014,0,,2.7,6.7,4.2,
30/06/2014,0,,0.6,0,0.8,23.5
01/07/2014,0,8.6,4.8,0,11,0
02/07/2014,0,3,1.8,7,0,0
03/07/2014,0,8,20.6,0,1.4,13.5
04/07/2014,0,8.2,0,0.2,2,5.9
05/07/2014,0,8,34.9,0.2,16,4.2
06/07/2014,4.1,0,17.2,23.1,4.3,2.5
07/07/2014,2.3,0,8.9,4.2,1.2,0
08/07/2014,0,1.5,0.1,5.4,1,0
09/07/2014,0,8,1,0.4,19.3,0
10/07/2014,0,5.3,8.5,0,0,3.7
11/07/2014,6.8,2.3,2.4,2.2,14.2,0
12/07/2014,47.8,10,3.3,10.4,0,0
13/07/2014,0,0,0,0,0,0
14/07/2014,8.1,0,0.3,7.8,0,1.6
15/07/2014,14.3,6.4,2.3,0.2,0,6.5
16/07/2014,0,3.5,4.9,8.2,11.3,10.2
17/07/2014,4.2,15.2,0.2,2,2.5,12.2
18/07/2014,0,0,7.3,12.5,3.7,18.5
19/07/2014,0,0,7.5,0.2,1.6,0
20/07/2014,30.1,5.2,2.3,7.6,3,6.3
21/07/2014,35.5,23.2,13.7,11.4,5.4,6.4
22/07/2014,6.1,0,7.5,8.2,5.3,4.2
23/07/2014,0,3.4,0,0.4,0,0
24/07/2014,0,20.3,26.6,12.4,3.2,16.5
25/07/2014,0,18.1,0,1.2,0,4.2
26/07/2014,10.2,0.5,5.7,4.7,10,3.5
27/07/2014,18.2,30.6,12.9,12.6,3.7,0
28/07/2014,22.5,0,0.4,37.5,8.6,3.8
29/07/2014,7.4,8.5,11.9,6.3,4.2,3.1
30/07/2014,38.4,0,19.5,26.2,27.9,15.3
31/07/2014,18.3,0,20.2,17.8,9.8,10.5
01/08/2014,26.4,10.5,,8.8,0.8,15.2
02/08/2014,35.7,8.4,,19.7,7.6,19.2
03/08/2014,0,5.4,,31.6,10.9,19.9
04/08/2014,6.4,30.5,,11.8,15,26.2
05/08/2014,8.3,0,,4.7,3,29.9
06/08/2014,15.5,6.5,,10,27.2,15.2
07/08/2014,8.4,12.3,,21.6,19.2,10.3
08/08/2014,10.1,16,,0.3,4.5,5.5
09/08/2014,7.8,0,,17.9,20.3,0
10/08/2014,0,15.5,,1.3,12,0
11/08/2014,0,0,,0,0.8,0
12/08/2014,8.1,0.5,,7.1,10.7,25
13/08/2014,10.3,0,,13.7,9,2.2
14/08/2014,6.4,25,,1,0.9,4.2
15/08/2014,15.4,0,,7.8,1.2,32.8
16/08/2014,0,0,,32.4,0,3
17/08/2014,37.6,8.3,,19.5,10.1,10.2
18/08/2014,7.3,6.4,,0.6,20.2,20.4
19/08/2014,0,10.1,,22,10,9.8
20/08/2014,9.8,0,,4.7,0,0
21/08/2014,16.8,0,,11,1.8,5.8
22/08/2014,10.6,0,,2.4,3.2,10.2
23/08/2014,12.8,20.3,,18.7,10.2,22
24/08/2014,14,18.4,,0.2,12.2,8.5
25/08/2014,0,40,,3.1,0,0
26/08/2014,12.4,0,,16.9,13.4,18.2
27/08/2014,0,0,,0,1,0
28/08/2014,10.4,6.3,,2.4,0.4,8.9
29/08/2014,0,17,,1.7,9.8,4.5
30/08/2014,18.1,5.3,,21.6,22.5,7.3
31/08/2014,9.4,7,,19.3,7.1,2.3
01/09/2014,22.3,10.3,20,18.5,7.8,2.8
02/09/2014,25.1,8.4,17.5,8.9,2.1,0
03/09/2014,18.4,0,9.6,2.4,15.3,0
04/09/2014,12.8,0,6.8,20.1,0,18.2
05/09/2014,10.4,15,8.6,6.9,0.1,0
06/09/2014,0,0,8.8,13.6,18.9,12.3
07/09/2014,0,0,8.7,10.4,19.8,18.5
08/09/2014,0,0,9.1,1.5,1.4,1.2
09/09/2014,13,0,0,1.9,1.1,15.2
10/09/2014,8.4,0,4.4,16.6,8.7,12.5
11/09/2014,16.2,0,6,7.8,0,3.4
12/09/2014,10.4,0,4.2,0,5,0
13/09/2014,9.6,0.5,2.8,13.9,10.4,0
14/09/2014,14.2,0,0,0,0,5.3
15/09/2014,7.4,0,3.8,7.6,1.7,0
16/09/2014,6.8,0,5.4,17.3,14.5,8.2
17/09/2014,11,0,0.1,0.3,0.6,0
18/09/2014,0,0,0,0,0.7,0
19/09/2014,0,0,0,0,0,0
20/09/2014,0,0,0,0,0,0
21/09/2014,0,0,0,0,0,0
22/09/2014,0,0,0,0,0,0
23/09/2014,0,0,0.2,0,0,0
24/09/2014,0,0,1.6,2.3,0,0
25/09/2014,0,0,0,3.1,0,0
26/09/2014,0,0,0,0,0.5,0
27/09/2014,0,0,0,5.2,0.3,0
28/09/2014,4.5,0,7.9,0,0,0
29/09/2014,9.3,0,0,0.2,0,13.2
30/09/2014,10.4,0,1.8,0,0,0
01/10/2014,28.5,,,3,0,20.1
02/10/2014,4.3,,,5.5,5.6,0
03/10/2014,11,,,5.6,24.2,21.5
04/10/2014,0,,,2.3,1.3,0
05/10/2014,2.3,,,0,0.5,0
06/10/2014,0,,,0,0,0
07/10/2014,0,,,4.2,0.9,0
08/10/2014,0,,,8.9,5.4,0
09/10/2014,0,,,9,0,0
10/10/2014,0,,,0.3,0,0
11/10/2014,0,,,2,0,0
12/10/2014,0,,,0,0,0
13/10/2014,0,,,0,0,0
14/10/2014,0,,,0,0,0
15/10/2014,0,,,0,0,0
16/10/2014,0,,,0,0,0
17/10/2014,0,,,0,0,0
18/10/2014,0,,,0,0,0
19/10/2014,0,,,0,0,0
20/10/2014,0,,,0,0,0
21/10/2014,0,,,0,0,0
22/10/2014,0,,,0,0,0
23/10/2014,0,,,0,0,0
24/10/2014,0,,,0,0,0
25/10/2014,0,,,0,0,0
26/10/2014,0,,,0,0,0
27/10/2014,0,,,0,0,0
28/10/2014,0,,,0,0,0
29/10/2014,0,,,0,0,0
30/10/2014,0,,,0,0,0
31/10/2014,0,,,0,0,0
